cnpj,base_date,financial_statement_type,currency,scale,order,start_of_period,end_of_period,id_account,account_description,value,account_status,type,period_type,ticker
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.02.05,Pagamentos pela compra de ativo permanente - Imobilizado,-3689.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.02.06,Pagamento pela compra de ativo permanente - Intangível,-32138.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.02.07,Recebimento pela venda - Imobilizado,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.02.08,Dividendos - Participações societárias,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.02.09,Pagamento pela compra de ativo permanente - Investimentos,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.02.10,Pagamento de arrendamento mercantil,-761.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.02.11,Recebimento pela venda - Investimento,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.02.12,Redução - Participações societárias,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.03,Caixa Líquido Atividades de Financiamento,-25919.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.03.01,Aumento de capital,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.03.02,Distribuição de dividendos e juros sobre o capital próprio,-24815.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.03.03,Aquisição das ações próprias,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.03.04,Ágio na emissão de ações,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.03.05,Gasto com emissão de ações,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.03.06,Emissão de Debêntures,-1104.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.03.07,Custo na emissão de debêntures,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.04,Variação Cambial s/ Caixa e Equivalentes,3618.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.05,Aumento (Redução) de Caixa e Equivalentes,47881.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.05.01,Saldo Inicial de Caixa e Equivalentes,14563.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2021-09-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2021-01-01,2021-09-30,6.05.02,Saldo Final de Caixa e Equivalentes,62444.0,S,Direct Cash Flow,YTD,IRBR3
07.857.093/0001-14,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.01,Caixa Líquido Atividades Operacionais,183592.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.01.01,Lucro (Prejuízo) do período,205067.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.01.02,Itens que não afetam caixa,52775.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.01.03,Variações no capital de giro,-42547.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.01.04,Impostos pagos,-40725.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.01.05,Outros ativos e passivos,9022.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.02,Caixa Líquido Atividades de Investimento,-105198.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.02.01,"Aquisição de imobilizado, líquido",-99654.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.02.02,Resgates líquidos no vencimento de aplicações financeiras,0.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.02.03,Valor recebido pela venda de imobilizado,2456.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.02.04,Investimento líquido em aplicações financeiras,-8000.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.03,Caixa Líquido Atividades de Financiamento,24796.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.03.01,Obtenção de empréstimos,112048.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.03.02,Valor recebido pelo exercício de opções de ações,0.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.03.03,Pagamento de empréstimos de curto prazo,-60590.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.03.04,Pagamento de outros passivos,-5115.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.03.05,Pagamento do principal de passivos de arrendamento,-1563.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.03.06,Juros de empréstimos pagos,-26791.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.03.08,Liquidação Swap,6807.0,N,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.04,Variação Cambial s/ Caixa e Equivalentes,-86061.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.05,Aumento (Redução) de Caixa e Equivalentes,17129.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.05.01,Saldo Inicial de Caixa e Equivalentes,901195.0,S,Direct Cash Flow,YTD,AURA33
07.857.093/0001-14,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.05.02,Saldo Final de Caixa e Equivalentes,918324.0,S,Direct Cash Flow,YTD,AURA33
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.01,Caixa Líquido Atividades Operacionais,-18964.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.01.01,Recebimentos de prêmios de resseguros,1523778.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.01.02,Recuperações de sinistros e comissões,372693.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.01.03,"Outros recebimentos operacionais (Salvados, Ressarcimentos e outros)",0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.01.04,"Pagamento de sinistros, benefícios, resgates e comissões",-1595181.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.01.05,Repasses de prêmios por cessão de riscos,-474058.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.01.06,Pagamentos de despesas e obrigações,-103232.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.01.07,Outros pagamentos operacionais,-10193.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.01.08,Recebimento de aluguéis,20019.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.01.09,Recebimentos de juros e dividendos,440.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.01.10,Constituição de depósitos judiciais,-2332.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.01.11,Aplicações de investimentos ao valor justo por meio do resultado,-3443866.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.01.12,Vendas e resgates de investimentos ao valor justo  por meio do resultado,3714745.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.01.13,Impostos e contribuições pagos,-21777.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.01.14,Recebimento acordo Judicial,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.02,Caixa Líquido Atividades de Investimento,49174.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.02.01,Aplicações de investimentos disponíveis para venda,-841263.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.02.02,Vendas e resgates de investimentos disponíveis para venda,902394.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.02.05,Pagamentos pela compra de ativo permanente - Imobilizado,-1125.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.02.06,Pagamento pela compra de ativo permanente - Intangível,-10722.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.02.08,Dividendos - Participações societárias,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.02.09,Pagamento pela compra de ativo permanente - Investimentos,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.02.10,Pagamento de arrendamento mercantil,-110.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.02.11,Recebimento pela venda - Investimento,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.03,Caixa Líquido Atividades de Financiamento,0.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.04,Variação Cambial s/ Caixa e Equivalentes,-26579.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.05,Aumento (Redução) de Caixa e Equivalentes,3631.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.05.01,Saldo Inicial de Caixa e Equivalentes,38774.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-03-31,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-03-31,6.05.02,Saldo Final de Caixa e Equivalentes,42405.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.01,Caixa Líquido Atividades Operacionais,171985.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.01.01,Recebimentos de prêmios de resseguros,3199280.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.01.02,Recuperações de sinistros e comissões,716631.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.01.04,"Pagamento de sinistros, benefícios, resgates e comissões",-3345221.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.01.05,Repasses de prêmios por cessão de riscos,-1058213.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.01.06,Pagamentos de despesas e obrigações,-226751.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.01.07,Outros pagamentos operacionais,-46495.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.01.08,Recebimento de aluguéis,26701.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.01.09,Recebimentos de juros e dividendos,1511.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.01.10,Constituição de depósitos judiciais,-4465.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.01.11,Aplicações de investimentos ao valor justo por meio do resultado,-5113709.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.01.12,Vendas e resgates de investimentos ao valor justo  por meio do resultado,6089125.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.01.13,Impostos e contribuições pagos,-23653.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.01.14,Recebimento de acordo judicial,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.01.15,Juros pagos,-42756.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.02,Caixa Líquido Atividades de Investimento,-132438.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.02.01,Aplicações de investimentos disponíveis para venda,-1521193.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.02.02,Vendas e resgates de investimentos disponíveis para venda,1412330.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.02.03,Aplicações de investimentos mantidos até o vencimento,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.02.04,Vendas e resgates de investimentos mantidos até o vencimento,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.02.05,Pagamentos pela compra de ativo permanente - Imobilizado,-2197.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.02.06,Pagamento pela compra de ativo permanente - Intangível,-21378.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.02.07,Recebimento pela venda - Imobilizado,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.02.08,Dividendos - Participações societárias,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.02.09,Pagamento pela compra de ativo permanente - Investimentos,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.02.10,Pagamento de arrendamento mercantil,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.02.11,Recebimento pela venda - Investimento,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.02.12,Redução - Participações societárias,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.02.13,Aumento de Capital,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.03,Caixa Líquido Atividades de Financiamento,-438.0,S,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.03.01,Aumento de capital,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.03.02,Distribuição de dividendos e juros sobre o capital próprio,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.03.03,Aquisição das ações próprias,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.03.04,Agio na emissão de ações,0.0,N,Direct Cash Flow,YTD,IRBR3
33.376.989/0001-91,2022-06-30,DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto),REAL,MIL,ÚLTIMO,2022-01-01,2022-06-30,6.03.05,Gasto com emissão de ações,0.0,N,Direct Cash Flow,YTD,IRBR3
